Time, Vsupply, ia, ib, ic, dca, dcb, dcc, dc_activated
0.637, 15.9, 2.304, 0.0, 0.0, 0.063, 0.0, 0.0, 0
0.638, 15.9, 2.304, 0.0, 0.0, 0.063, 0.0, 0.0, 0
0.639, 15.9, 2.315, 0.0, 0.0, 0.063, 0.0, 0.0, 0
0.64, 15.9, 2.315, 0.0, 0.0, 0.063, 0.0, 0.0, 0
0.641, 15.9, 2.318, 0.0, 0.0, 0.063, 0.0, 0.0, 0
0.642, 15.9, 2.329, 0.0, 0.0, 0.064, 0.0, 0.0, 0
0.643, 15.9, 2.342, 0.0, 0.0, 0.064, 0.0, 0.0, 0
0.644, 15.9, 2.358, 0.0, 0.0, 0.064, 0.0, 0.0, 0
0.645, 15.9, 2.335, 0.0, 0.0, 0.064, 0.0, 0.0, 0
0.646, 15.9, 2.362, 0.0, 0.0, 0.064, 0.0, 0.0, 0
0.647, 15.9, 2.337, 0.0, 0.0, 0.064, 0.0, 0.0, 0
0.648, 15.9, 2.332, 0.0, 0.0, 0.064, 0.0, 0.0, 0
0.649, 15.9, 2.344, 0.0, 0.0, 0.064, 0.0, 0.0, 0
0.65, 15.9, 2.334, 0.0, 0.0, 0.064, 0.0, 0.0, 0
0.651, 15.9, 2.347, 0.0, 0.0, 0.064, 0.0, 0.0, 0
0.652, 15.9, 2.404, 0.0, 0.0, 0.065, 0.0, 0.0, 0
0.653, 15.9, 2.431, 0.0, 0.0, 0.065, 0.0, 0.0, 0
0.654, 15.9, 2.43, 0.0, 0.0, 0.065, 0.0, 0.0, 0
0.655, 15.9, 2.437, 0.0, 0.0, 0.065, 0.0, 0.0, 0
0.656, 15.9, 2.417, 0.0, 0.0, 0.065, 0.0, 0.0, 0
0.657, 15.9, 2.424, 0.0, 0.0, 0.065, 0.0, 0.0, 0
0.658, 15.9, 2.411, 0.0, 0.0, 0.065, 0.0, 0.0, 0
0.659, 15.9, 2.397, 0.0, 0.0, 0.065, 0.0, 0.0, 0
0.66, 15.9, 2.403, 0.0, 0.0, 0.065, 0.0, 0.0, 0
0.661, 15.9, 2.439, 0.0, 0.0, 0.065, 0.0, 0.0, 0
0.662, 15.9, 2.467, 0.0, 0.0, 0.066, 0.0, 0.0, 0
0.663, 15.9, 2.438, 0.0, 0.0, 0.066, 0.0, 0.0, 0
0.664, 15.9, 2.458, 0.0, 0.0, 0.066, 0.0, 0.0, 0
0.665, 15.9, 2.476, 0.0, 0.0, 0.066, 0.0, 0.0, 0
0.666, 15.9, 2.437, 0.0, 0.0, 0.066, 0.0, 0.0, 0
0.667, 15.9, 2.453, 0.0, 0.0, 0.066, 0.0, 0.0, 0
0.668, 15.9, 2.458, 0.0, 0.0, 0.066, 0.0, 0.0, 0
0.669, 15.9, 2.459, 0.0, 0.0, 0.066, 0.0, 0.0, 0
0.67, 15.9, 2.454, 0.0, 0.0, 0.066, 0.0, 0.0, 0
0.671, 15.9, 2.441, 0.0, 0.0, 0.066, 0.0, 0.0, 0
0.672, 15.9, 2.473, 0.0, 0.0, 0.067, 0.0, 0.0, 0
0.673, 15.9, 2.473, 0.0, 0.0, 0.067, 0.0, 0.0, 0
0.674, 15.9, 2.486, 0.0, 0.0, 0.067, 0.0, 0.0, 0
0.675, 15.89, 2.479, 0.0, 0.0, 0.067, 0.0, 0.0, 0
0.676, 15.89, 2.483, 0.0, 0.0, 0.067, 0.0, 0.0, 0
0.677, 15.9, 2.476, 0.0, 0.0, 0.067, 0.0, 0.0, 0
0.678, 15.9, 2.481, 0.0, 0.0, 0.067, 0.0, 0.0, 0
0.679, 15.9, 2.483, 0.0, 0.0, 0.067, 0.0, 0.0, 0
0.68, 15.89, 2.482, 0.0, 0.0, 0.067, 0.0, 0.0, 0
0.681, 15.89, 2.475, 0.0, 0.0, 0.067, 0.0, 0.0, 0
0.682, 15.89, 2.512, 0.0, 0.0, 0.068, 0.0, 0.0, 0
0.683, 15.89, 2.52, 0.0, 0.0, 0.068, 0.0, 0.0, 0
0.684, 15.89, 2.52, 0.0, 0.0, 0.068, 0.0, 0.0, 0
0.685, 15.9, 2.515, 0.0, 0.0, 0.068, 0.0, 0.0, 0
0.686, 15.89, 2.509, 0.0, 0.0, 0.068, 0.0, 0.0, 0
0.687, 15.89, 2.51, 0.0, 0.0, 0.068, 0.0, 0.0, 0
0.688, 15.89, 2.514, 0.0, 0.0, 0.068, 0.0, 0.0, 0
0.689, 15.9, 2.522, 0.0, 0.0, 0.068, 0.0, 0.0, 0
0.69, 15.9, 2.52, 0.0, 0.0, 0.068, 0.0, 0.0, 0
0.691, 15.89, 2.526, 0.0, 0.0, 0.068, 0.0, 0.0, 0
0.692, 15.89, 2.59, 0.0, 0.0, 0.069, 0.0, 0.0, 0
0.693, 15.89, 2.56, 0.0, 0.0, 0.069, 0.0, 0.0, 0
0.694, 15.89, 2.599, 0.0, 0.0, 0.069, 0.0, 0.0, 0
0.695, 15.89, 2.594, 0.0, 0.0, 0.069, 0.0, 0.0, 0
0.696, 15.89, 2.604, 0.0, 0.0, 0.069, 0.0, 0.0, 0
0.697, 15.89, 2.582, 0.0, 0.0, 0.069, 0.0, 0.0, 0
0.698, 15.89, 2.603, 0.0, 0.0, 0.069, 0.0, 0.0, 0
0.699, 15.89, 2.565, 0.0, 0.0, 0.069, 0.0, 0.0, 0
0.7, 15.89, 2.572, 0.0, 0.0, 0.069, 0.0, 0.0, 0
0.701, 15.89, 2.581, 0.0, 0.0, 0.069, 0.0, 0.0, 0
0.702, 15.89, 2.581, 0.0, 0.0, 0.069, 0.0, 0.0, 0
0.703, 15.89, 2.621, 0.0, 0.0, 0.07, 0.0, 0.0, 0
0.704, 15.89, 2.614, 0.0, 0.0, 0.07, 0.0, 0.0, 0
0.705, 15.89, 2.628, 0.0, 0.0, 0.07, 0.0, 0.0, 0
0.706, 15.89, 2.628, 0.0, 0.0, 0.07, 0.0, 0.0, 0
0.707, 15.89, 2.636, 0.0, 0.0, 0.07, 0.0, 0.0, 0
0.708, 15.89, 2.619, 0.0, 0.0, 0.07, 0.0, 0.0, 0
0.709, 15.89, 2.613, 0.0, 0.0, 0.07, 0.0, 0.0, 0
0.71, 15.89, 2.612, 0.0, 0.0, 0.07, 0.0, 0.0, 0
0.711, 15.89, 2.637, 0.0, 0.0, 0.07, 0.0, 0.0, 0
0.712, 15.89, 2.659, 0.0, 0.0, 0.071, 0.0, 0.0, 0
0.713, 15.89, 2.644, 0.0, 0.0, 0.071, 0.0, 0.0, 0
0.714, 15.89, 2.643, 0.0, 0.0, 0.071, 0.0, 0.0, 0
0.715, 15.89, 2.633, 0.0, 0.0, 0.071, 0.0, 0.0, 0
0.716, 15.89, 2.638, 0.0, 0.0, 0.071, 0.0, 0.0, 0
0.717, 15.89, 2.659, 0.0, 0.0, 0.071, 0.0, 0.0, 0
0.718, 15.89, 2.654, 0.0, 0.0, 0.071, 0.0, 0.0, 0
0.719, 15.89, 2.658, 0.0, 0.0, 0.071, 0.0, 0.0, 0
0.72, 15.89, 2.647, 0.0, 0.0, 0.071, 0.0, 0.0, 0
0.721, 15.89, 2.653, 0.0, 0.0, 0.071, 0.0, 0.0, 0
0.722, 15.89, 2.666, 0.0, 0.0, 0.072, 0.0, 0.0, 0
0.723, 15.89, 2.667, 0.0, 0.0, 0.072, 0.0, 0.0, 0
0.724, 15.89, 2.69, 0.0, 0.0, 0.072, 0.0, 0.0, 0
0.725, 15.89, 2.688, 0.0, 0.0, 0.072, 0.0, 0.0, 0
0.726, 15.89, 2.681, 0.0, 0.0, 0.072, 0.0, 0.0, 0
0.727, 15.89, 2.671, 0.0, 0.0, 0.072, 0.0, 0.0, 0
0.728, 15.89, 2.669, 0.0, 0.0, 0.072, 0.0, 0.0, 0
0.729, 15.89, 2.69, 0.0, 0.0, 0.072, 0.0, 0.0, 0
0.73, 15.89, 2.668, 0.0, 0.0, 0.072, 0.0, 0.0, 0
0.731, 15.89, 2.678, 0.0, 0.0, 0.072, 0.0, 0.0, 0
0.732, 15.89, 2.688, 0.0, 0.0, 0.073, 0.0, 0.0, 0
0.733, 15.89, 2.711, 0.0, 0.0, 0.073, 0.0, 0.0, 0
0.734, 15.89, 2.72, 0.0, 0.0, 0.073, 0.0, 0.0, 0
0.735, 15.89, 2.708, 0.0, 0.0, 0.073, 0.0, 0.0, 0
0.736, 15.89, 2.707, 0.0, 0.0, 0.073, 0.0, 0.0, 0
0.737, 15.89, 2.711, 0.0, 0.0, 0.073, 0.0, 0.0, 0
0.738, 15.89, 2.722, 0.0, 0.0, 0.073, 0.0, 0.0, 0
0.739, 15.89, 2.713, 0.0, 0.0, 0.073, 0.0, 0.0, 0
0.74, 15.89, 2.726, 0.0, 0.0, 0.073, 0.0, 0.0, 0
0.741, 15.89, 2.719, 0.0, 0.0, 0.073, 0.0, 0.0, 0
0.742, 15.89, 2.775, 0.0, 0.0, 0.074, 0.0, 0.0, 0
0.743, 15.89, 2.782, 0.0, 0.0, 0.074, 0.0, 0.0, 0
0.744, 15.89, 2.791, 0.0, 0.0, 0.074, 0.0, 0.0, 0
0.745, 15.89, 2.773, 0.0, 0.0, 0.074, 0.0, 0.0, 0
0.746, 15.89, 2.776, 0.0, 0.0, 0.074, 0.0, 0.0, 0
0.747, 15.89, 2.781, 0.0, 0.0, 0.074, 0.0, 0.0, 0
0.748, 15.89, 2.76, 0.0, 0.0, 0.074, 0.0, 0.0, 0
0.749, 15.89, 2.776, 0.0, 0.0, 0.074, 0.0, 0.0, 0
0.75, 15.89, 2.767, 0.0, 0.0, 0.074, 0.0, 0.0, 0
0.751, 15.89, 2.764, 0.0, 0.0, 0.074, 0.0, 0.0, 0
0.752, 15.89, 2.764, 0.0, 0.0, 0.074, 0.0, 0.0, 0
0.753, 15.89, 2.796, 0.0, 0.0, 0.075, 0.0, 0.0, 0
0.754, 15.89, 2.791, 0.0, 0.0, 0.075, 0.0, 0.0, 0
0.755, 15.89, 2.786, 0.0, 0.0, 0.075, 0.0, 0.0, 0
0.756, 15.89, 2.792, 0.0, 0.0, 0.075, 0.0, 0.0, 0
0.757, 15.89, 2.802, 0.0, 0.0, 0.075, 0.0, 0.0, 0
0.758, 15.89, 2.801, 0.0, 0.0, 0.075, 0.0, 0.0, 0
0.759, 15.89, 2.79, 0.0, 0.0, 0.075, 0.0, 0.0, 0
0.76, 15.89, 2.794, 0.0, 0.0, 0.075, 0.0, 0.0, 0
0.761, 15.89, 2.818, 0.0, 0.0, 0.075, 0.0, 0.0, 0
0.762, 15.89, 2.835, 0.0, 0.0, 0.076, 0.0, 0.0, 0
0.763, 15.89, 2.839, 0.0, 0.0, 0.076, 0.0, 0.0, 0
0.764, 15.89, 2.847, 0.0, 0.0, 0.076, 0.0, 0.0, 0
0.765, 15.89, 2.847, 0.0, 0.0, 0.076, 0.0, 0.0, 0
0.766, 15.89, 2.844, 0.0, 0.0, 0.076, 0.0, 0.0, 0
0.767, 15.89, 2.824, 0.0, 0.0, 0.076, 0.0, 0.0, 0
0.768, 15.89, 2.842, 0.0, 0.0, 0.076, 0.0, 0.0, 0
0.769, 15.89, 2.836, 0.0, 0.0, 0.076, 0.0, 0.0, 0
0.77, 15.89, 2.817, 0.0, 0.0, 0.076, 0.0, 0.0, 0
0.771, 15.89, 2.845, 0.0, 0.0, 0.076, 0.0, 0.0, 0
0.772, 15.89, 2.878, 0.0, 0.0, 0.077, 0.0, 0.0, 0
0.773, 15.89, 2.847, 0.0, 0.0, 0.077, 0.0, 0.0, 0
0.774, 15.89, 2.854, 0.0, 0.0, 0.077, 0.0, 0.0, 0
0.775, 15.89, 2.844, 0.0, 0.0, 0.077, 0.0, 0.0, 0
0.776, 15.89, 2.867, 0.0, 0.0, 0.077, 0.0, 0.0, 0
0.777, 15.89, 2.861, 0.0, 0.0, 0.077, 0.0, 0.0, 0
0.778, 15.89, 2.864, 0.0, 0.0, 0.077, 0.0, 0.0, 0
0.779, 15.89, 2.88, 0.0, 0.0, 0.077, 0.0, 0.0, 0
0.78, 15.89, 2.875, 0.0, 0.0, 0.077, 0.0, 0.0, 0
0.781, 15.89, 2.866, 0.0, 0.0, 0.077, 0.0, 0.0, 0
0.782, 15.89, 2.918, 0.0, 0.0, 0.078, 0.0, 0.0, 0
0.783, 15.89, 2.912, 0.0, 0.0, 0.078, 0.0, 0.0, 0
0.784, 15.89, 2.925, 0.0, 0.0, 0.078, 0.0, 0.0, 0
0.785, 15.89, 2.922, 0.0, 0.0, 0.078, 0.0, 0.0, 0
0.786, 15.89, 2.927, 0.0, 0.0, 0.078, 0.0, 0.0, 0
0.787, 15.89, 2.914, 0.0, 0.0, 0.078, 0.0, 0.0, 0
0.788, 15.89, 2.931, 0.0, 0.0, 0.078, 0.0, 0.0, 0
0.789, 15.89, 2.931, 0.0, 0.0, 0.078, 0.0, 0.0, 0
0.79, 15.89, 2.925, 0.0, 0.0, 0.078, 0.0, 0.0, 0
0.791, 15.89, 2.925, 0.0, 0.0, 0.078, 0.0, 0.0, 0
0.792, 15.89, 2.941, 0.0, 0.0, 0.079, 0.0, 0.0, 0
0.793, 15.89, 2.938, 0.0, 0.0, 0.079, 0.0, 0.0, 0
0.794, 15.89, 2.947, 0.0, 0.0, 0.079, 0.0, 0.0, 0
0.795, 15.89, 2.944, 0.0, 0.0, 0.079, 0.0, 0.0, 0
0.796, 15.89, 2.956, 0.0, 0.0, 0.079, 0.0, 0.0, 0
0.797, 15.89, 2.952, 0.0, 0.0, 0.079, 0.0, 0.0, 0
0.798, 15.89, 2.952, 0.0, 0.0, 0.079, 0.0, 0.0, 0
0.799, 15.89, 2.93, 0.0, 0.0, 0.079, 0.0, 0.0, 0
0.8, 15.89, 2.943, 0.0, 0.0, 0.079, 0.0, 0.0, 0
0.801, 15.89, 2.943, 0.0, 0.0, 0.079, 0.0, 0.0, 0
0.802, 15.89, 2.996, 0.0, 0.0, 0.08, 0.0, 0.0, 0
0.803, 15.89, 2.973, 0.0, 0.0, 0.08, 0.0, 0.0, 0
0.804, 15.89, 2.987, 0.0, 0.0, 0.08, 0.0, 0.0, 0
0.805, 15.89, 2.989, 0.0, 0.0, 0.08, 0.0, 0.0, 0
0.806, 15.89, 2.989, 0.0, 0.0, 0.08, 0.0, 0.0, 0
0.807, 15.89, 2.981, 0.0, 0.0, 0.08, 0.0, 0.0, 0
0.808, 15.89, 2.986, 0.0, 0.0, 0.08, 0.0, 0.0, 0
0.809, 15.89, 2.978, 0.0, 0.0, 0.08, 0.0, 0.0, 0
0.81, 15.89, 2.977, 0.0, 0.0, 0.08, 0.0, 0.0, 0
0.811, 15.89, 2.974, 0.0, 0.0, 0.08, 0.0, 0.0, 0
0.812, 15.89, 2.997, 0.0, 0.0, 0.081, 0.0, 0.0, 0
0.813, 15.89, 3.002, 0.0, 0.0, 0.081, 0.0, 0.0, 0
0.814, 15.89, 3.017, 0.0, 0.0, 0.081, 0.0, 0.0, 0
0.815, 15.89, 2.994, 0.0, 0.0, 0.081, 0.0, 0.0, 0
0.816, 15.89, 2.989, 0.0, 0.0, 0.081, 0.0, 0.0, 0
0.817, 15.89, 2.98, 0.0, 0.0, 0.081, 0.0, 0.0, 0
0.818, 15.89, 3.002, 0.0, 0.0, 0.081, 0.0, 0.0, 0
0.819, 15.89, 3.006, 0.0, 0.0, 0.081, 0.0, 0.0, 0
0.82, 15.89, 2.998, 0.0, 0.0, 0.081, 0.0, 0.0, 0
0.821, 15.89, 3.005, 0.0, 0.0, 0.081, 0.0, 0.0, 0
0.822, 15.89, 3.005, 0.0, 0.0, 0.081, 0.0, 0.0, 0
0.823, 15.89, 3.033, 0.0, 0.0, 0.082, 0.0, 0.0, 0
0.824, 15.89, 3.036, 0.0, 0.0, 0.082, 0.0, 0.0, 0
0.825, 15.89, 3.008, 0.0, 0.0, 0.082, 0.0, 0.0, 0
0.826, 15.89, 3.036, 0.0, 0.0, 0.082, 0.0, 0.0, 0
0.827, 15.89, 3.013, 0.0, 0.0, 0.082, 0.0, 0.0, 0
0.828, 15.89, 3.022, 0.0, 0.0, 0.082, 0.0, 0.0, 0
0.829, 15.89, 3.023, 0.0, 0.0, 0.082, 0.0, 0.0, 0
0.83, 15.89, 3.019, 0.0, 0.0, 0.082, 0.0, 0.0, 0
0.831, 15.89, 3.02, 0.0, 0.0, 0.082, 0.0, 0.0, 0
0.832, 15.89, 3.046, 0.0, 0.0, 0.083, 0.0, 0.0, 0
0.833, 15.89, 3.066, 0.0, 0.0, 0.083, 0.0, 0.0, 0
0.834, 15.89, 3.082, 0.0, 0.0, 0.083, 0.0, 0.0, 0
0.835, 15.89, 3.065, 0.0, 0.0, 0.083, 0.0, 0.0, 0
0.836, 15.89, 3.068, 0.0, 0.0, 0.083, 0.0, 0.0, 0
0.837, 15.89, 3.083, 0.0, 0.0, 0.083, 0.0, 0.0, 0
0.838, 15.89, 3.07, 0.0, 0.0, 0.083, 0.0, 0.0, 0
0.839, 15.89, 3.083, 0.0, 0.0, 0.083, 0.0, 0.0, 0
0.84, 15.89, 3.069, 0.0, 0.0, 0.083, 0.0, 0.0, 0
0.841, 15.89, 3.095, 0.0, 0.0, 0.083, 0.0, 0.0, 0
0.842, 15.89, 3.125, 0.0, 0.0, 0.084, 0.0, 0.0, 0
0.843, 15.89, 3.12, 0.0, 0.0, 0.084, 0.0, 0.0, 0
0.844, 15.89, 3.091, 0.0, 0.0, 0.084, 0.0, 0.0, 0
0.845, 15.89, 3.084, 0.0, 0.0, 0.084, 0.0, 0.0, 0
0.846, 15.89, 3.092, 0.0, 0.0, 0.084, 0.0, 0.0, 0
0.847, 15.89, 3.135, 0.0, 0.0, 0.084, 0.0, 0.0, 0
0.848, 15.89, 3.119, 0.0, 0.0, 0.084, 0.0, 0.0, 0
0.849, 15.89, 3.119, 0.0, 0.0, 0.084, 0.0, 0.0, 0
0.85, 15.89, 3.108, 0.0, 0.0, 0.084, 0.0, 0.0, 0
0.851, 15.89, 3.108, 0.0, 0.0, 0.084, 0.0, 0.0, 0
0.852, 15.89, 3.108, 0.0, 0.0, 0.084, 0.0, 0.0, 0
0.853, 15.89, 3.162, 0.0, 0.0, 0.085, 0.0, 0.0, 0
0.854, 15.89, 3.184, 0.0, 0.0, 0.085, 0.0, 0.0, 0
0.855, 15.89, 3.144, 0.0, 0.0, 0.085, 0.0, 0.0, 0
0.856, 15.89, 3.144, 0.0, 0.0, 0.085, 0.0, 0.0, 0
0.857, 15.89, 3.146, 0.0, 0.0, 0.085, 0.0, 0.0, 0
0.858, 15.89, 3.168, 0.0, 0.0, 0.085, 0.0, 0.0, 0
0.859, 15.89, 3.166, 0.0, 0.0, 0.085, 0.0, 0.0, 0
0.86, 15.89, 3.139, 0.0, 0.0, 0.085, 0.0, 0.0, 0
0.861, 15.89, 3.16, 0.0, 0.0, 0.085, 0.0, 0.0, 0
0.862, 15.89, 3.166, 0.0, 0.0, 0.086, 0.0, 0.0, 0
0.863, 15.89, 3.164, 0.0, 0.0, 0.086, 0.0, 0.0, 0
0.864, 15.89, 3.177, 0.0, 0.0, 0.086, 0.0, 0.0, 0
0.865, 15.89, 3.172, 0.0, 0.0, 0.086, 0.0, 0.0, 0
0.866, 15.89, 3.182, 0.0, 0.0, 0.086, 0.0, 0.0, 0
0.867, 15.89, 3.194, 0.0, 0.0, 0.086, 0.0, 0.0, 0
0.868, 15.89, 3.174, 0.0, 0.0, 0.086, 0.0, 0.0, 0
0.869, 15.89, 3.185, 0.0, 0.0, 0.086, 0.0, 0.0, 0
0.87, 15.89, 3.195, 0.0, 0.0, 0.086, 0.0, 0.0, 0
0.871, 15.89, 3.195, 0.0, 0.0, 0.086, 0.0, 0.0, 0
0.872, 15.89, 3.16, 0.0, 0.0, 0.086, 0.0, 0.0, 0
0.873, 15.89, 3.223, 0.0, 0.0, 0.087, 0.0, 0.0, 0
0.874, 15.89, 3.214, 0.0, 0.0, 0.087, 0.0, 0.0, 0
0.875, 15.89, 3.245, 0.0, 0.0, 0.087, 0.0, 0.0, 0
0.876, 15.89, 3.215, 0.0, 0.0, 0.087, 0.0, 0.0, 0
0.877, 15.89, 3.208, 0.0, 0.0, 0.087, 0.0, 0.0, 0
0.878, 15.89, 3.192, 0.0, 0.0, 0.087, 0.0, 0.0, 0
0.879, 15.89, 3.207, 0.0, 0.0, 0.087, 0.0, 0.0, 0
0.88, 15.89, 3.209, 0.0, 0.0, 0.087, 0.0, 0.0, 0
0.881, 15.89, 3.21, 0.0, 0.0, 0.087, 0.0, 0.0, 0
0.882, 15.89, 3.235, 0.0, 0.0, 0.088, 0.0, 0.0, 0
0.883, 15.89, 3.235, 0.0, 0.0, 0.088, 0.0, 0.0, 0
0.884, 15.89, 3.223, 0.0, 0.0, 0.088, 0.0, 0.0, 0
0.885, 15.89, 3.226, 0.0, 0.0, 0.088, 0.0, 0.0, 0
0.886, 15.88, 3.241, 0.0, 0.0, 0.088, 0.0, 0.0, 0
0.887, 15.88, 3.231, 0.0, 0.0, 0.088, 0.0, 0.0, 0
0.888, 15.89, 3.226, 0.0, 0.0, 0.088, 0.0, 0.0, 0
0.889, 15.88, 3.258, 0.0, 0.0, 0.088, 0.0, 0.0, 0
0.89, 15.89, 3.232, 0.0, 0.0, 0.088, 0.0, 0.0, 0
0.891, 15.89, 3.227, 0.0, 0.0, 0.088, 0.0, 0.0, 0
0.892, 15.89, 3.227, 0.0, 0.0, 0.088, 0.0, 0.0, 0
0.893, 15.89, 3.27, 0.0, 0.0, 0.089, 0.0, 0.0, 0
0.894, 15.89, 3.298, 0.0, 0.0, 0.089, 0.0, 0.0, 0
0.895, 15.89, 3.274, 0.0, 0.0, 0.089, 0.0, 0.0, 0
0.896, 15.88, 3.275, 0.0, 0.0, 0.089, 0.0, 0.0, 0
0.897, 15.89, 3.276, 0.0, 0.0, 0.089, 0.0, 0.0, 0
0.898, 15.89, 3.276, 0.0, 0.0, 0.089, 0.0, 0.0, 0
0.899, 15.88, 3.289, 0.0, 0.0, 0.089, 0.0, 0.0, 0
0.9, 15.88, 3.294, 0.0, 0.0, 0.089, 0.0, 0.0, 0
0.901, 15.88, 3.288, 0.0, 0.0, 0.089, 0.0, 0.0, 0
0.902, 15.88, 3.312, 0.0, 0.0, 0.09, 0.0, 0.0, 0
0.903, 15.88, 3.334, 0.0, 0.0, 0.09, 0.0, 0.0, 0
0.904, 15.88, 3.3, 0.0, 0.0, 0.09, 0.0, 0.0, 0
0.905, 15.89, 3.334, 0.0, 0.0, 0.09, 0.0, 0.0, 0
0.906, 15.88, 3.292, 0.0, 0.0, 0.09, 0.0, 0.0, 0
0.907, 15.89, 3.304, 0.0, 0.0, 0.09, 0.0, 0.0, 0
0.908, 15.88, 3.291, 0.0, 0.0, 0.09, 0.0, 0.0, 0
0.909, 15.88, 3.331, 0.0, 0.0, 0.09, 0.0, 0.0, 0
0.91, 15.88, 3.325, 0.0, 0.0, 0.09, 0.0, 0.0, 0
0.911, 15.88, 3.303, 0.0, 0.0, 0.09, 0.0, 0.0, 0
0.912, 15.88, 3.343, 0.0, 0.0, 0.091, 0.0, 0.0, 0
0.913, 15.88, 3.333, 0.0, 0.0, 0.091, 0.0, 0.0, 0
0.914, 15.88, 3.326, 0.0, 0.0, 0.091, 0.0, 0.0, 0
0.915, 15.88, 3.35, 0.0, 0.0, 0.091, 0.0, 0.0, 0
0.916, 15.88, 3.298, 0.0, 0.0, 0.091, 0.0, 0.0, 0
0.917, 15.88, 3.337, 0.0, 0.0, 0.091, 0.0, 0.0, 0
0.918, 15.88, 3.315, 0.0, 0.0, 0.091, 0.0, 0.0, 0
0.919, 15.88, 3.302, 0.0, 0.0, 0.091, 0.0, 0.0, 0
0.92, 15.88, 3.34, 0.0, 0.0, 0.091, 0.0, 0.0, 0
0.921, 15.88, 3.325, 0.0, 0.0, 0.091, 0.0, 0.0, 0
0.922, 15.88, 3.34, 0.0, 0.0, 0.092, 0.0, 0.0, 0
0.923, 15.88, 3.358, 0.0, 0.0, 0.092, 0.0, 0.0, 0
0.924, 15.88, 3.353, 0.0, 0.0, 0.092, 0.0, 0.0, 0
0.925, 15.88, 3.333, 0.0, 0.0, 0.092, 0.0, 0.0, 0
0.926, 15.88, 3.355, 0.0, 0.0, 0.092, 0.0, 0.0, 0
0.927, 15.88, 3.349, 0.0, 0.0, 0.092, 0.0, 0.0, 0
0.928, 15.88, 3.345, 0.0, 0.0, 0.092, 0.0, 0.0, 0
0.929, 15.88, 3.353, 0.0, 0.0, 0.092, 0.0, 0.0, 0
0.93, 15.88, 3.35, 0.0, 0.0, 0.092, 0.0, 0.0, 0
0.931, 15.88, 3.356, 0.0, 0.0, 0.092, 0.0, 0.0, 0
0.932, 15.88, 3.386, 0.0, 0.0, 0.093, 0.0, 0.0, 0
0.933, 15.88, 3.369, 0.0, 0.0, 0.093, 0.0, 0.0, 0
0.934, 15.88, 3.368, 0.0, 0.0, 0.093, 0.0, 0.0, 0
0.935, 15.88, 3.399, 0.0, 0.0, 0.093, 0.0, 0.0, 0
0.936, 15.88, 3.359, 0.0, 0.0, 0.093, 0.0, 0.0, 0
0.937, 15.88, 3.382, 0.0, 0.0, 0.093, 0.0, 0.0, 0
0.938, 15.88, 3.36, 0.0, 0.0, 0.093, 0.0, 0.0, 0
0.939, 15.88, 3.395, 0.0, 0.0, 0.093, 0.0, 0.0, 0
0.94, 15.88, 3.366, 0.0, 0.0, 0.093, 0.0, 0.0, 0
0.941, 15.88, 3.362, 0.0, 0.0, 0.093, 0.0, 0.0, 0
0.942, 15.88, 3.416, 0.0, 0.0, 0.094, 0.0, 0.0, 0
0.943, 15.88, 3.409, 0.0, 0.0, 0.094, 0.0, 0.0, 0
0.944, 15.88, 3.421, 0.0, 0.0, 0.094, 0.0, 0.0, 0
0.945, 15.88, 3.438, 0.0, 0.0, 0.094, 0.0, 0.0, 0
0.946, 15.88, 3.423, 0.0, 0.0, 0.094, 0.0, 0.0, 0
0.947, 15.88, 3.423, 0.0, 0.0, 0.094, 0.0, 0.0, 0
0.948, 15.88, 3.435, 0.0, 0.0, 0.094, 0.0, 0.0, 0
0.949, 15.88, 3.381, 0.0, 0.0, 0.094, 0.0, 0.0, 0
0.95, 15.88, 3.438, 0.0, 0.0, 0.094, 0.0, 0.0, 0
0.951, 15.88, 3.411, 0.0, 0.0, 0.094, 0.0, 0.0, 0
0.952, 15.88, 3.443, 0.0, 0.0, 0.095, 0.0, 0.0, 0
0.953, 15.88, 3.471, 0.0, 0.0, 0.095, 0.0, 0.0, 0
0.954, 15.88, 3.455, 0.0, 0.0, 0.095, 0.0, 0.0, 0
0.955, 15.88, 3.435, 0.0, 0.0, 0.095, 0.0, 0.0, 0
0.956, 15.88, 3.436, 0.0, 0.0, 0.095, 0.0, 0.0, 0
0.957, 15.88, 3.416, 0.0, 0.0, 0.095, 0.0, 0.0, 0
0.958, 15.88, 3.448, 0.0, 0.0, 0.095, 0.0, 0.0, 0
0.959, 15.88, 3.431, 0.0, 0.0, 0.095, 0.0, 0.0, 0
0.96, 15.88, 3.436, 0.0, 0.0, 0.095, 0.0, 0.0, 0
0.961, 15.88, 3.442, 0.0, 0.0, 0.095, 0.0, 0.0, 0
0.962, 15.88, 3.479, 0.0, 0.0, 0.096, 0.0, 0.0, 0
0.963, 15.88, 3.458, 0.0, 0.0, 0.096, 0.0, 0.0, 0
0.964, 15.88, 3.458, 0.0, 0.0, 0.096, 0.0, 0.0, 0
0.965, 15.88, 3.424, 0.0, 0.0, 0.096, 0.0, 0.0, 0
0.966, 15.88, 3.447, 0.0, 0.0, 0.096, 0.0, 0.0, 0
0.967, 15.88, 3.449, 0.0, 0.0, 0.096, 0.0, 0.0, 0
0.968, 15.88, 3.45, 0.0, 0.0, 0.096, 0.0, 0.0, 0
